PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,quality_score
FWlvb,r3k1nr/1bp2p1p/p2p1qp1/8/8/2p1QN2/P1P2PPP/1R2KB1R b Kkq - 0 17,e8d7 b1b7 a8e8 b7c7 d7c7 e3e8 g8e7 e8a4,1708,76,96,13718,advantage deflection hangingPiece middlegame veryLong,https://lichess.org/18Zl9n9Z/black#34,Horwitz_Defense Horwitz_Defense_Other_variations,0.7807260467342273
WSKzZ,4r1k1/4qp2/2p2bpp/pp3Q2/3P1B2/2P2R1P/PP4PK/8 w - - 0 30,f5g4 h6h5 g4g3 f6h4,1684,75,96,12386,crushing endgame master short,https://lichess.org/Ws6xqO0e#59,,0.7816863742770279
uBcEC,r2r2k1/pb2bppp/5n2/6q1/N2B4/1P3P2/P3B1PP/1Q1R1RK1 w - - 1 20,e2c4 d8d4 d1d4 g5e3 g1h1 e3d4,1463,77,95,28034,advantage attraction fork long master middlegame sacrifice,https://lichess.org/hdsBEdjP#39,,0.788502774482939
pLvFL,2r2r2/1p3p2/2q1b1k1/p2pQ1p1/8/P1P4P/6P1/1R3RK1 b - - 1 29,c6c3 f1f6 g6h7 e5g5 c3f6 g5f6,1551,75,96,16362,advantage deflection long middlegame,https://lichess.org/1rhllQ59/black#58,,0.7883588057438454
k5pBr,2r3k1/1p1b1pp1/1q5P/p2pp2N/P2P1Q2/1P6/2r2P1P/R4RK1 b - - 0 26,b6h6 f4h6 g7h6 h5f6 g8g7 f6d7,1465,76,95,20064,advantage fork long middlegame,https://lichess.org/TZkReDYt/black#52,,0.7823811438422479
Ywh5Y,2bqr1k1/6bp/2p1ppp1/2PpP3/5N2/1P3N2/2P2PPP/Q3R1K1 w - - 0 19,f3d4 f6e5 d4c6 e5f4 c6d8 g7a1 e1a1 e8d8,1866,92,90,119448,advantage discoveredAttack fork middlegame veryLong,https://lichess.org/2IhI75dL#37,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,0.77608185675484
JRrxp,1k2r3/p4np1/2Q5/7p/3B4/PP2P2q/8/3R2K1 b - - 1 30,h3e6 d4a7 b8a7 d1d7 e6d7 c6d7,1704,75,96,12277,attraction crushing endgame long sacrifice,https://lichess.org/gl80Ed2p/black#60,,0.780047199558351
1st1G,1R6/5Qp1/4p2p/3p3k/4q3/4r2P/6P1/6K1 b - - 25 50,e4g6 g2g4 h5g5 h3h4 g5h4 f7g6,1514,75,97,20536,crushing deflection endgame long,https://lichess.org/RpnWxR6d/black#100,,0.7941016532175263
agpEf,r1bqk2r/1p3ppp/pbn5/3pPp2/3P4/PQN2N2/1P3PPP/R1B2RK1 b kq - 1 13,c6d4 f3d4 b6d4 b3a4,1820,73,95,17597,advantage opening short,https://lichess.org/t4pupE4E/black#26,Sicilian_Defense Sicilian_Defense_Alapin_Variation,0.7806248074993151
27kxp,8/p7/8/7p/4p1p1/P7/P3NK1k/8 w - - 0 45,e2g3 e4e3 f2e2 h2g3,1665,78,94,20747,crushing deflection endgame knightEndgame short,https://lichess.org/rnjZmhVA#89,,0.7842754145925395
YkzQ9,r1b2rk1/ppp2ppp/1bnp2q1/6B1/2BPP2P/5N2/PPPQ2P1/4RK1R b - - 0 14,c8g4 h4h5 g4h5 f3h4,1750,73,95,17659,advantage middlegame short,https://lichess.org/yDKUVozU/black#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit,0.7857117765847885
hRrH4,r6k/p2PR1pp/6q1/1pp5/3p4/8/PPP3PP/1K1R4 b - - 2 24,a8d8 d1e1 h7h6 e7e8 h8h7 e8d8,1548,75,95,23965,crushing endgame long queenRookEndgame quietMove,https://lichess.org/LZWqXCjF/black#48,,0.7941933502748486
im6wz,8/3B1pkp/2Q3pn/8/P3N3/6P1/Pbp1qP1P/5RK1 w - - 2 35,e4c3 e2f1 g1f1 c2c1q,1693,75,95,9902,advancedPawn advantage attraction master middlegame promotion short,https://lichess.org/I5PGd56Y#69,,0.7727359831361283
ovWon,3K4/6Qp/8/8/8/8/q6P/3k4 w - - 0 41,g7h7 a2a8 d8c7 a8a7 c7c6 a7h7,1269,74,95,23201,crushing endgame long queenEndgame skewer,https://lichess.org/yzbFhsbW#81,,0.7751489729268674
GyVfy,r2q1rk1/5pp1/4p1n1/3pN2p/1p1P3P/6Q1/PP3PP1/R3R1K1 b - - 1 23,d8h4 e5g6 h4g3 g6e7 g8h7 f2g3,1537,74,96,11611,advantage intermezzo long middlegame sacrifice,https://lichess.org/4Tr2orZy/black#46,,0.7808917813743003
fMfeI,5rk1/pp6/2p2n1Q/P7/2Pp2P1/1N1P3P/1P2q1K1/5R2 w - - 3 34,f1f2 e2f2 g2f2 f6g4 f2g3 g4h6,1626,74,95,7185,advantage attraction doubleCheck endgame long sacrifice,https://lichess.org/7G0j4Xkk#67,,0.7715871356177341
stpax,r7/1bq3k1/2p1ppp1/1pQ4r/3P2N1/pPP2R2/P4PP1/2K1R3 w - - 2 27,c5b4 c6c5 d4c5 b7f3,1664,76,93,14054,advantage discoveredAttack middlegame short,https://lichess.org/o2RxXfJH#53,,0.7754449075493892
GbxCN,4r2k/p4ppp/3P4/5b2/1p6/6P1/1P3PBP/2R3K1 w - - 0 29,c1c5 e8e1 g2f1 f5h3 c5c8 h3c8,1578,77,95,14882,crushing endgame long pin,https://lichess.org/rIoyI7QY#57,,0.7817074111231157
kMl2H,3q1rk1/pp3pbp/6n1/3prN2/6P1/2P2Q2/PP4KP/R1B2R2 w - - 2 22,c1d2 e5f5 f3f5 g6h4 g2h3 h4f5,1630,75,95,14585,attraction crushing fork long middlegame sacrifice,https://lichess.org/hepz7fsd#43,,0.7864212324571442
yBF4L,5b2/3n4/2p1p2k/p1PnP3/3KN1p1/P2BP1B1/8/8 b - - 3 38,h6g6 e4f6 g6f7 f6d7,1632,78,95,24024,advantage discoveredAttack endgame master masterVsMaster short,https://lichess.org/pw7RyoJ9/black#76,,0.7931115542263486
rFIuh,5rk1/4q2p/p1r2pRQ/1pp1p3/8/P2P3R/bPP3PP/6K1 b - - 0 26,g8f7 g6g7 f7e8 g7e7,1701,74,97,17930,crushing middlegame short skewer,https://lichess.org/57z2MbIU/black#52,,0.7939087250889316
wDp8E,r2qkb1r/pp2pppp/2n5/1B4B1/3Pp3/5b1P/PPP2PP1/R2QK2R w KQkq - 0 10,g2f3 d8a5 c2c3 a5b5,1395,74,95,28528,advantage fork master middlegame short,https://lichess.org/kNWZ1THy#19,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,0.7890563539156819
FvgAZ,r3k1n1/pp2bpp1/4b3/3p2P1/1n1PpN2/1PN5/1P2PP2/R1BK3B b q - 0 15,e7g5 f4e6 g5c1 e6c7,1553,75,95,16074,advantage master middlegame short,https://lichess.org/zliw74DB/black#30,Grob_Opening Grob_Opening_Spike_Attack,0.7850806934288156
fWUy6,2k5/P4p2/8/2N3p1/8/4K3/5Pb1/8 b - - 2 41,f7f5 f2f3 g2f3 e3f3,1625,76,94,11891,crushing endgame quietMove short,https://lichess.org/iF7jp1Rk/black#82,,0.7772699740483656
IlGBP,rn1r1k2/pp3ppp/4pn2/6Q1/2Nq4/1P6/P4PPP/R1B2RK1 b - - 0 17,d4a1 c1a3 f8g8 f1a1,1346,78,95,29772,advantage discoveredAttack middlegame short,https://lichess.org/6zYnRpw1/black#34,French_Defense French_Defense_Tarrasch_Variation,0.7798992517047058
ar1xp,rn1q1rk1/ppp2ppp/3b4/3pNp2/3PnB2/4PP2/PPPN2PP/R2QK2R b KQ - 0 9,d8h4 g2g3 h4e7 f3e4,1582,77,95,17598,advantage defensiveMove master opening short,https://lichess.org/KoWyHQAt/black#18,Queens_Pawn_Game Queens_Pawn_Game_London_System,0.7859680658001453
u5UoW,r4rk1/p2nR1p1/1p1p3p/2nP2p1/8/PP4P1/1B3PKP/3R4 b - - 5 30,a8e8 e7g7 g8h8 g7d7,1246,74,95,23715,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/VEtvlqzE/black#60,,0.7740245150980065
rt2K5,r5k1/ppp2q1r/1b1p1pnB/7Q/2P1P3/2N5/PP4P1/2KR3R w - - 3 26,h5g4 h7h6 h1h6 b6e3 c1b1 e3h6,1638,74,96,19753,advantage attraction fork long master middlegame sacrifice,https://lichess.org/7mjzEFDQ#51,,0.7977078965566485
9K2q5,8/np6/3k1p1p/PKpPpBpP/4P1P1/5P2/8/8 w - - 6 47,b5b6 c5c4 b6a7 c4c3 a5a6 b7a6,1665,76,96,11064,crushing endgame long quietMove sacrifice,https://lichess.org/oBhygabF#93,,0.7787016221626791
TnwRd,6k1/2p1r1p1/2b4p/ppN1n3/8/P1P5/P5PP/2B1R1K1 w - - 0 27,g1f2 e5g4 f2g3 e7e1,1343,75,95,30969,crushing deflection discoveredAttack endgame short,https://lichess.org/3yG3p1rI#53,,0.7856194869655091
k5nKB,r4rk1/1b1p1ppp/pqnQpn2/1p2N3/4P3/1BN5/PP3PPP/2R1R1K1 b - - 0 14,f6e8 d6f8 g8f8 e5d7,1805,74,96,17439,attraction crushing kingsideAttack middlegame sacrifice short,https://lichess.org/SmPS1fY4/black#28,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,0.7828164766108534
CXy01,2r1k2r/1b3ppp/p2pp3/1p2nNb1/2q1P3/2NR1P2/1PP2B1P/3Q1RK1 b k - 3 21,e5d3 f5d6 e8f8 d6c4,1446,77,95,28846,advantage fork middlegame short,https://lichess.org/RILLjyGW/black#42,,0.787964664601537
5AIzf,r1b1qrk1/ppp5/n4b1p/2PN1ppP/4p3/4P3/PPQ1BPP1/2KR2NR b - - 0 15,f6g7 e2a6 b7a6 d5c7 e8f7 c7a8,1684,74,96,19223,advantage capturingDefender fork long opening,https://lichess.org/2G8eS2WB/black#30,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,0.7937749384059597
ryVxJ,2kr2n1/pbpp2q1/4p3/nPN2p2/4P3/P2BpQ2/6PR/1R2K3 w - - 0 21,c5b7 g7c3 e1e2 c3d2 e2f1 d2d3,1395,75,95,26640,crushing deflection exposedKing fork long middlegame,https://lichess.org/auJKjjTF#41,,0.7857661034128776
exBwf,r3r1k1/pb3ppp/2p5/1p1qPP2/8/BPP5/2P1Q1PP/R4RK1 w - - 1 20,a3d6 d5d6 e5d6 e8e2,1607,74,93,15235,advantage middlegame short,https://lichess.org/cy9s65EB#39,,0.78333617357517
9OJQ5,r4rk1/pb1n1pp1/7p/3p4/2pN4/4P3/q3BPPP/2RQ1RK1 b - - 0 19,d7f6 c1a1 a2b2 a1b1 b2a3 b1b7,1609,75,94,12022,advantage long middlegame skewer,https://lichess.org/dH4197Er/black#38,Queens_Gambit_Declined Queens_Gambit_Declined_Anti-Tartakower_Variation,0.7791964240845206
Tf7It,r1b3k1/1p3pp1/p1p2b1p/5q2/8/1P1P1N1Q/P2B2PP/4R2K b - - 0 21,f5d3 e1e8 g8h7 f3g5 h7g6 h3d3,1620,80,96,16828,crushing discoveredAttack kingsideAttack long middlegame pin,https://lichess.org/Q0Z0WwnM/black#42,,0.7851945554277824
y7Yhn,8/2r2b2/p1Pk2p1/2RP3p/P2K1r2/5B1P/4R1P1/8 w - - 1 39,d4e3 f4f3 e3f3 d6c5,1749,72,95,16392,advantage endgame short,https://lichess.org/jCaSBszt#77,,0.7856845849535207
cxSix,3r3k/pp4pp/2n5/4PQ2/4pP2/P1PqB2P/1P3RP1/6K1 w - - 3 23,e3c1 e4e3 f5d3 e3f2 g1f2 d8d3,1870,71,95,14865,advancedPawn advantage endgame kingsideAttack long sacrifice,https://lichess.org/ukWY5Ol8#45,,0.7763836698296408
N1abT,3rR2k/6pp/p1Q5/1p3r2/8/q1P5/6PP/4R1K1 b - - 1 35,f5f8 e8d8 f8d8 e1e8 a3f8 e8f8,1561,75,96,16754,clearance crushing endgame long,https://lichess.org/3PsCy5qs/black#70,,0.7896349709146913
2PBSH,r6k/3q2p1/2p1R2p/8/1ppP2Q1/4PP2/1P4P1/2K5 b - - 0 28,a8e8 e6h6 g7h6 g4d7,1353,74,97,28386,crushing discoveredAttack endgame short,https://lichess.org/4wZVrbzZ/black#56,,0.7919358887626301
r5WbT,1k1r3r/pp4p1/2p1Q3/2q5/2B1PN2/P7/1PP2Rp1/R5K1 w - - 0 29,g1g2 h8h2 g2h2 c5f2 f4g2 d8h8,1741,76,96,9740,advantage attraction deflection exposedKing fork long middlegame,https://lichess.org/wEalhbpG#57,,0.7702471824144238
5DHzF,r3r1k1/p6p/1np1PBp1/7P/q1p3Q1/3P2P1/1R1K4/4R3 w - - 0 33,h5g6 c4c3 f6c3 a4g4 g6h7 g8h7,1624,75,97,5979,crushing discoveredAttack long middlegame,https://lichess.org/XwR1wBRx#65,,0.7717071196418388
AMOTL,8/4k3/2pR4/4P3/4K1P1/2r1p3/8/8 w - - 4 52,d6d3 e3e2 d3c3 e2e1q,1517,76,96,31070,advancedPawn crushing endgame promotion rookEndgame short,https://lichess.org/0gH4GMre#103,,0.7994674812697474
6uAMe,8/R4Nbk/8/7p/1N4b1/P1P5/3r2P1/6K1 w - - 0 36,c3c4 g7d4 g1h2 d4a7,1483,73,96,27688,crushing endgame fork short,https://lichess.org/0SytTpSo#71,,0.7993045607110065
bFfwV,r4r2/2p2pkp/p1npb1qp/1pb1P3/3p1Q2/1B3N2/PPP2PPP/RN3RK1 b - - 0 15,d6e5 f3e5 g6g5 f4g5 h6g5 e5c6,1499,74,96,22105,advantage long middlegame,https://lichess.org/5YvsvWj6/black#30,Ruy_Lopez Ruy_Lopez_Morphy_Defense,0.7934418566856813
wEuEC,r4rk1/p1p2ppp/4p3/2p5/5P2/2PQBbqP/PP3RP1/R6K b - - 0 20,f8d8 f2f3 g3f3 d3d8 a8d8 g2f3,1768,74,96,16479,advantage long middlegame,https://lichess.org/ch8crIW3/black#40,,0.7841186511933492
rFAGA,4r1k1/5pp1/7p/2q1r3/2P5/3Q3P/P4PP1/2RR2K1 w - - 5 31,d3d4 e5e1 d1e1 e8e1 c1e1 c5d4,1552,74,96,19869,advantage endgame long,https://lichess.org/Wj3OU3Vv#61,,0.794701630481927
R2Jud,2r1r1k1/1p2q1p1/2p2np1/5PN1/Q1p1p3/2NnP3/2KP4/6RR b - - 3 30,c8a8 a4c4 f6d5 c3d5 c6d5 c4d5,1657,76,95,17521,crushing long middlegame,https://lichess.org/2RLjkasH/black#60,,0.7871733589158607
F4WKQ,4q2k/pp4p1/8/3Q3N/8/7K/PP1p1P1N/4n3 w - - 2 34,d5d2 e8h5 h3g3 h5h2 g3h2 e1f3 h2g2 f3d2,1851,75,95,16127,advantage attraction endgame exposedKing fork hangingPiece sacrifice veryLong,https://lichess.org/7mcvA7BS#67,,0.7730072089735596
vJXRz,8/7p/1p6/6PP/8/1n6/2k2K2/8 b - - 0 54,b3d4 g5g6 h7g6 h5h6,1602,74,95,23465,advantage endgame knightEndgame short,https://lichess.org/DTLqUOW3/black#108,,0.7992199735782279
HlIC4,8/1p3B2/pPb2p1p/4p1p1/1K1kP1P1/5P1P/8/8 b - - 6 44,d4e3 f7d5 c6d5 e4d5 e3f3 d5d6,1569,78,94,19059,bishopEndgame crushing endgame long,https://lichess.org/VtdgL3ak/black#88,,0.7822632260411378
Vlo95,7r/8/8/5pRP/2pK1P1k/2Bb4/8/8 b - - 5 51,h8h5 c3e1 h4h3 g5h5,1626,78,95,28514,crushing deflection endgame short,https://lichess.org/3wXOXcgK/black#102,,0.7976032088504801
2RLdr,r1b1kb1r/1p3p1p/p1n3p1/3qP2n/Q2N4/7P/PP1BBPP1/R3K2R b KQkq - 0 16,d5g2 e2f3 g2f3 d4f3,1506,74,96,25437,advantage middlegame pin short trappedPiece,https://lichess.org/g25UjmSe/black#32,English_Opening English_Opening_Mikenas-Carls_Variation,0.7972713222358137
uIH0J,2k2r2/pp1b1p1Q/2n4P/3pPp2/q2P4/2P2N2/P2B1Pr1/R3K2R w KQ - 0 18,h7g7 g2g7 h6g7 f8g8 h1h8 c6e7,1658,77,96,12099,advantage defensiveMove long master masterVsMaster middlegame,https://lichess.org/Qs7agV25#35,French_Defense French_Defense_Winawer_Variation,0.7796556424850484
oGLNh,3Q4/1b3pkp/4p1p1/4R3/P7/6PP/1rr3PK/6R1 w - - 5 32,e5g5 c2g2 g1g2 b2g2 h2h1 g2d2 h1g1 d2d8,1793,76,95,15688,crushing discoveredAttack endgame veryLong,https://lichess.org/fJTfp8Af#63,,0.7748319672960713
R22N3,r1b1k2r/pp3pQp/1qpp2n1/8/8/5NPP/PPP1P1P1/1R2KB1R w Kkq - 0 13,f3g5 b6a5 g7c3 a5g5,1436,75,95,22923,crushing fork middlegame short,https://lichess.org/Jr80TzQw#25,Englund_Gambit Englund_Gambit_Other_variations,0.785133572514452
Rwh5f,6k1/5pp1/pqr1pb1p/1p1p4/1PnP4/P1Q1B1P1/4NP1P/2R3K1 b - - 7 30,c4e5 d4e5 c6c3 e3b6 c3c1 e2c1,1585,74,95,32042,advantage discoveredAttack long middlegame,https://lichess.org/afoWkHdK/black#60,,0.8053918633435971
bQdKL,2rq1rk1/1b3ppp/p1n5/1pQN4/4P3/3P4/P3BPPP/2R2RK1 w - - 5 18,d5b6 c6d4 b6c8 d4e2,1615,78,94,9908,advantage kingsideAttack middlegame sacrifice short,https://lichess.org/0dsWrk5I#35,Sicilian_Defense Sicilian_Defense_Modern_Variations,0.7700398380974934
r8Wy3,1r4k1/R4bb1/6pp/4p3/1P2P3/2B2P1P/5P2/6K1 b - - 0 30,f7c4 a7g7 g8g7 c3e5 g7g8 e5b8,1416,75,95,19276,attraction crushing endgame exposedKing fork long,https://lichess.org/OcvU1xbi/black#60,,0.7795952860678106
CDK4m,3r1rk1/ppp2pp1/2p2b1p/2q5/4P3/2N2Q2/PP3PPP/R3R1K1 b - - 1 16,d8d2 e4e5 f6e7 c3e4,1679,74,95,21878,advantage middlegame short,https://lichess.org/TLwBQ4io/black#32,Ruy_Lopez Ruy_Lopez_Classical_Variation,0.7941999610763636
uforS,3q2k1/p4ppp/1p1n1r2/3n4/P2P2P1/BP6/3Q1PP1/2R1RKNr w - - 5 28,c1c6 d6e4 e1e4 f6c6,1720,76,95,16915,advantage discoveredAttack master masterVsMaster middlegame short,https://lichess.org/yMFhghBE#55,,0.7818355284083762
9ay5F,1k1r3r/1p1q3p/pPnb1p2/3Q2p1/3P2b1/B1P2N1n/3N1PPP/R3RBK1 w - - 1 20,g1h1 h3f2 h1g1 d6h2 f3h2 d7d5,1496,75,96,19102,crushing discoveredAttack kingsideAttack long middlegame,https://lichess.org/sydcsLGQ#39,,0.7880986489634282
Kk3wX,1k1r4/1P6/2Q5/q1r3pp/P1P5/8/5PPP/RR4K1 w - - 3 40,c6b6 d8d1 b1d1 a5b6,1680,77,97,21087,advantage deflection endgame short,https://lichess.org/MU5tpKID#79,,0.7942553158588915
Qh5Jx,4r1k1/p2b1ppp/2q5/2p5/P2b1r2/1PP1NQ1P/6PK/2R1R3 w - - 0 33,f3f4 d4e5 f4e5 e8e5,1391,74,96,21735,crushing middlegame pin short,https://lichess.org/ewkRl0u4#65,,0.7853218101206918
iVS1t,8/5pk1/p3p1p1/4R1Pn/3P4/q1P2Q2/P3RPK1/1r6 w - - 7 38,c3c4 b1g1 g2g1 a3f3,1540,74,94,24320,advantage deflection endgame short,https://lichess.org/lrZYPZ0N#75,,0.7926368478783326
R1TUx,8/ppp5/8/PPP3p1/8/4K1k1/8/8 b - - 0 44,g5g4 b5b6 c7b6 a5a6 b7a6 c5c6,1729,72,95,13735,crushing endgame long pawnEndgame sacrifice,https://lichess.org/GrZPppiO/black#88,,0.7829210064508911
2apzy,5k2/1pp5/6pp/2PP4/B1PQP2q/P4bp1/6P1/1R4K1 w - - 0 28,g2f3 h4h2 g1f1 g3g2,1586,79,96,21117,advancedPawn crushing endgame short,https://lichess.org/ZO4AxQRN#55,,0.7902430402022623
QTgjC,4n1r1/1p1k4/4prp1/2Pp2N1/1P3Qp1/P7/4qP1P/1K1R3R w - - 0 29,f4b8 f6f2 b8b7 e8c7 c5c6 d7d6 g5f7 f2f7,1581,75,95,18631,crushing middlegame veryLong,https://lichess.org/rRvdGGTU#57,,0.7905824398709804
ClhAq,8/1P4p1/n1N1k3/8/4p3/6K1/P7/8 b - - 0 43,e6d5 c6b4 a6b4 b7b8q,1527,75,97,7313,advancedPawn crushing deflection endgame knightEndgame master promotion short,https://lichess.org/34vsHyTw/black#86,,0.7705492770058184
SUteb,r3k2r/p1q2p2/1p2p1p1/2ppnbP1/7P/2N1P1B1/PP1Q2BK/2R2R2 w kq - 0 25,c3d5 e5g4 h2g1 c7g3,1591,79,95,24090,advantage deflection discoveredAttack master middlegame short,https://lichess.org/T37AVPp7#49,,0.7907236636677275
D6xZR,5r2/1q4bk/p4nQ1/2pp4/8/2PP4/1P4R1/5RK1 b - - 2 34,h7g8 f1f6 f8f6 g6f6,1515,73,96,27242,crushing middlegame pin short,https://lichess.org/U9u0vgBE/black#68,,0.801206851764618
HXdNK,2k5/pp3prp/1q3P2/3r4/3p3P/3Q4/PPP2BP1/1K1R4 b - - 0 25,g7g2 d3h3 d5d7 h3g2,1513,77,95,20854,crushing endgame fork short,https://lichess.org/gk2xikE1/black#50,,0.7850611957683438
XzHR4,4r1k1/p4ppp/5b2/1p6/2q1BBR1/P1P3N1/6PP/3R2K1 w - - 1 26,g3h5 c4c5 g1h1 c5h5,1714,75,95,16390,crushing fork middlegame short,https://lichess.org/2EO9037V#51,,0.7831834787729413
c1sWu,4r1k1/5pp1/pp5p/2bNr3/2P3P1/2N3K1/P5B1/5R2 b - - 2 37,e5e3 d5e3 e8e3 f1f3,1563,75,95,19927,advantage master middlegame short,https://lichess.org/mEhYRcau/black#74,,0.7908903548590646
s22Ub,r4rk1/2p1qppn/ppb4p/4pN2/P1P1P3/5B1P/3Q1PP1/R4RK1 b - - 2 21,e7d8 d2d8 f8d8 f5e7 g8h8 e7c6,1570,77,94,25985,advantage fork long middlegame,https://lichess.org/Lx85vmqh/black#42,,0.7913514207719217
wUEgM,5rk1/q4rpp/p2pQ3/1p1P4/8/1P6/P4PPP/2R2RK1 w - - 2 33,e6d6 f7f2 d6f8 f2f8,1492,75,96,12352,crushing discoveredAttack endgame short,https://lichess.org/SwhVLvN7#65,,0.7774753801529776
vn5MM,r4k1r/1R2R3/p4p2/4n1p1/4P2p/8/PP3PPP/6K1 b - - 3 28,a8e8 e7e8 f8e8 b7b8 e8e7 b8h8,1414,78,94,23585,attraction crushing endgame exposedKing long skewer,https://lichess.org/GZJjVUvD/black#56,,0.7762360879925547
ylLiv,1r4k1/pP2pp1p/6p1/3Nq3/2P5/7P/P4PP1/1Q4K1 b - - 2 29,e5d4 d5e7 g8g7 e7c6 b8b7 b1b7,1621,75,97,12038,crushing endgame fork long,https://lichess.org/PMBusuqY/black#58,,0.7885138777124777
FM2EZ,5k2/1R3P2/p5p1/1p1B3p/8/P6P/3n2P1/1r4K1 w - - 1 34,g1h2 d2f1 h2g1 f1e3 g1f2 e3d5,1319,76,94,24344,advantage discoveredAttack endgame long,https://lichess.org/gaq1rBZF#67,,0.7735299046156733
Y55w1,8/8/P7/7p/1P3r2/2P5/2K1k3/8 b - - 0 51,f4f6 b4b5 h5h4 a6a7 f6f8 b5b6 h4h3 b6b7,1570,75,96,17192,advancedPawn advantage endgame quietMove rookEndgame veryLong,https://lichess.org/AY4HcJVf/black#102,,0.7908902011728229
qIxiT,r1bR4/p4pkp/2p1p1q1/1p6/4pP1Q/8/PPP2KPP/8 b - - 1 26,g6f6 d8g8 g7g8 h4f6,1420,75,97,28554,crushing deflection endgame short,https://lichess.org/WVZedaJf/black#52,,0.7951982785197101
HWOo7,7k/7p/1p1p4/1PpP4/2Pb3Q/3n4/2B2rK1/8 w - - 8 49,g2g3 d4e5 g3g4 f2f4,1502,77,96,17223,crushing endgame short,https://lichess.org/VWPXIaDM#97,,0.7827389695388853
tT5hX,6k1/6pp/2p2pb1/1p2p3/4P1P1/1PP1B1NP/r1nR1PK1/8 w - - 0 36,e3c5 c2e1 g2f1 a2d2,1452,77,96,26637,advantage discoveredAttack endgame short,https://lichess.org/Qq7evaTY#71,,0.7895044385239591
oshY1,r1bq1r1k/ppp1n2p/4pppb/6N1/3PP3/1BP2N2/PP1Q2PP/R4RK1 w - - 0 15,g5e6 h6d2 e6d8 d2e3 g1h1 f8d8,1754,74,95,17102,advantage intermezzo long middlegame,https://lichess.org/5jKxBqgy#29,Modern_Defense Modern_Defense_Other_variations,0.782999248074992
gm0XA,r7/6p1/pq1k1b1p/8/3p4/5B2/bP2QPPP/2R3K1 b - - 5 32,a2d5 f3d5 d6d5 e2f3 d5d6 f3a8,1485,77,95,22507,attraction crushing exposedKing long middlegame skewer,https://lichess.org/rsaKtgLX/black#64,,0.7848684810921164
emGC2,1r4k1/5pbp/4n1p1/q1n1P3/Prp1Q3/2N2N1P/1P4P1/R1B2R1K w - - 10 26,e4d5 b8d8 d5c6 b4b6,1686,74,97,13796,advantage master middlegame short,https://lichess.org/23s33cDb#51,,0.788766368191911
TBDKI,6r1/2Q2bk1/4p1q1/1p6/p1pPpPp1/P1P1P1K1/2P3P1/7R b - - 8 32,g8h8 c7e5 g6f6 e5f6 g7f6 h1h8,1612,75,96,10275,crushing endgame exposedKing long,https://lichess.org/mvNjlE0R/black#64,,0.7816877644961616
H9JUJ,8/1p1r3p/p3k1p1/P1R1bp2/1P2p3/4B1P1/5PKP/8 b - - 4 30,d7c7 c5e5 e6e5 e3f4 e5e6 f4c7,1481,74,95,20047,attraction crushing endgame long sacrifice skewer,https://lichess.org/VGss26QM/black#60,,0.7868380524392847
Xiw28,8/2p2p2/3b4/K1p1kB2/p3P2p/2P5/PP6/8 b - - 1 34,e5f4 a5a4 h4h3 f5h3,1525,76,96,14178,bishopEndgame crushing endgame short,https://lichess.org/OvKexuJ4/black#68,,0.7814366093541317
yvdEx,8/6p1/pK5p/1p3k2/2p5/5P2/PP3P1P/8 w - - 4 39,b6a6 b5b4 b2b3 c4c3,1439,78,95,24837,crushing endgame pawnEndgame quietMove short,https://lichess.org/pbNqpeMT#77,,0.7822495194143967
mHMGR,8/2p2ppk/P6p/2PP4/1b6/6P1/4QPKP/q7 b - - 0 35,b4c5 e2c2 f7f5 c2c5 a1a6 c5c7,1613,75,97,18830,advantage endgame fork long,https://lichess.org/XlB3PzJo/black#70,,0.7991217068470763
MnXxv,6k1/4q1p1/p3p1QR/1p1p4/1P1rrPP1/P7/R1P5/2K5 b - - 4 34,e7f7 h6h8 g8h8 g6f7,1719,74,95,20086,crushing deflection endgame short,https://lichess.org/oNwvxQxx/black#68,,0.7893144435257596
UJvTh,5k2/P4p2/1nN5/2N5/2p3p1/8/1b6/7K b - - 2 41,f7f5 c5d7 b6d7 a7a8q,1536,75,96,17476,advancedPawn crushing deflection endgame promotion short,https://lichess.org/oPRpM4m7/black#82,,0.7888483842214636
A9kh3,4r1k1/1pp2pp1/2qp2np/4p3/1PB1P3/1K1Pn3/2P1N3/Q5NR w - - 1 24,e2g3 b7b5 c4f7 g8f7,1658,74,96,10597,advantage middlegame short,https://lichess.org/6h5Ff5mN#47,,0.7815127932469069
zNGXj,8/3R1p1k/4p3/p1Pp2Q1/3P3P/4P3/P4qPK/1r6 w - - 0 33,g5g3 b1h1 h2h1 f2g3,1573,75,96,20320,advantage deflection endgame short,https://lichess.org/BhDNT6xp#65,,0.7950682325546957
